Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-01-03 00:00:00-05:00,24.7159874368968,24.91329167526934,24.69836983501269,24.71246337890625,15639600,0.0,0.0
2012-01-04 00:00:00-05:00,24.631437329017146,24.68780883590126,24.486980470500512,24.557445526123047,14239200,0.0,0.0
2012-01-05 00:00:00-05:00,24.578586102176878,24.617342687469666,24.43412925007295,24.441177368164062,14287600,0.0,0.0
2012-01-06 00:00:00-05:00,24.476408837843213,24.53278033979152,24.176928345565194,24.286149978637695,13646600,0.0,0.0
2012-01-09 00:00:00-05:00,24.310813014753077,24.370708575594815,24.240347965300366,24.286149978637695,10522600,0.0,0.0
2012-01-10 00:00:00-05:00,24.476401993896875,24.49401690730001,24.349562789892556,24.43059730529785,12964400,0.0,0.0
2012-01-11 00:00:00-05:00,24.088842378638425,24.229772458172626,23.799931414682966,23.979618072509766,23428800,0.0,0.0
2012-01-12 00:00:00-05:00,24.106458694210005,24.134645786981025,23.729465064622264,23.806978225708008,15237000,0.0,0.0
2012-01-13 00:00:00-05:00,23.725947728308856,23.757658888678293,23.454654275711988,23.602632522583008,19991800,0.0,0.0
2012-01-17 00:00:00-05:00,23.866878041010303,23.91620411812762,23.718899809658353,23.729469299316406,15577000,0.0,0.0
2012-01-18 00:00:00-05:00,23.76822386492764,23.89506310617388,23.66957171908487,23.81402587890625,13282200,0.0,0.0
2012-01-19 00:00:00-05:00,23.83516958781138,23.866878056806524,23.69776084602654,23.76470184326172,13544800,0.0,0.0
2012-01-20 00:00:00-05:00,23.796402711020384,24.00075504975027,23.747076655198473,23.990182876586914,19158600,0.0,0.0
2012-01-23 00:00:00-05:00,23.958486874947397,24.17693287004176,23.926778403180545,24.145221710205078,13803200,0.0,0.0
2012-01-24 00:00:00-05:00,24.014854999726307,24.134646113520223,23.856304616795995,23.923248291015625,14751200,0.0,0.0
2012-01-25 00:00:00-05:00,23.926770819231862,24.134644569778743,23.796407537792458,24.109981536865234,14476000,0.0,0.0
2012-01-26 00:00:00-05:00,24.17692750306584,24.17692750306584,23.87392296245326,23.962005615234375,14721000,0.0,0.0
2012-01-27 00:00:00-05:00,23.9267709581931,24.007805486207133,23.687186056469404,23.76117515563965,16825000,0.0,0.0
2012-01-30 00:00:00-05:00,23.708325347276734,23.806977480819487,23.61671864267173,23.768220901489258,10591600,0.0,0.0
2012-01-31 00:00:00-05:00,23.951439048544668,23.951439048544668,23.669573450035944,23.792888641357422,13543400,0.0,0.0
2012-02-01 00:00:00-05:00,23.916201507547306,24.078273270108866,23.888017100892174,23.90563201904297,14915000,0.0,0.0
2012-02-02 00:00:00-05:00,23.98313721178952,24.043032752113408,23.870391558445796,23.898578643798828,13150000,0.0,0.0
2012-02-03 00:00:00-05:00,24.050085335500196,24.13111986085921,23.902104453939153,23.986665725708008,16555800,0.0,0.0
2012-02-06 00:00:00-05:00,23.902101977839887,24.039513358212144,23.852775918452362,23.969045639038086,14586400,0.0,0.0
2012-02-07 00:00:00-05:00,23.990187305735855,24.46935709767331,23.828115565531853,24.15226173400879,24269600,0.0,0.0
2012-02-08 00:00:00-05:00,24.254433730355274,24.25795778850852,24.028942393785403,24.07474708557129,16428400,0.0,0.0
2012-02-09 00:00:00-05:00,24.085320940328526,24.095890428636487,23.877444480684694,23.947912216186523,16311400,0.0,0.0
2012-02-10 00:00:00-05:00,23.79287916708511,23.937335968017578,23.754122595521203,23.937335968017578,10994600,0.0,0.0
2012-02-13 00:00:00-05:00,24.10646582722038,24.169885460686235,23.990196051187986,24.113513946533203,11091000,0.0,0.0
2012-02-14 00:00:00-05:00,24.12407907884896,24.286150848852976,23.993715775814035,24.27558135986328,12596000,0.0,0.0
2012-02-15 00:00:00-05:00,24.391847953224417,24.39889338228118,24.039517362866565,24.09941291809082,14776800,0.0,0.0
2012-02-16 00:00:00-05:00,24.173403400844006,24.30728806512572,24.10645972466853,24.261486053466797,11752000,0.0,0.0
2012-02-17 00:00:00-05:00,24.335467973765834,24.370700486798285,24.169872205638026,24.32842254638672,14841800,0.0,0.0
2012-02-21 00:00:00-05:00,24.2685335400067,24.32843179179999,24.13464886437648,24.247394561767578,13424800,0.0,0.0
2012-02-22 00:00:00-05:00,24.169883603557512,24.430607548630746,24.169883603557512,24.39889907836914,13766400,0.0,0.0
2012-02-23 00:00:00-05:00,24.342516376550517,24.416508157451712,24.282620828267426,24.37422752380371,11120000,0.0,0.0
2012-02-24 00:00:00-05:00,24.43412525484809,24.486975379612133,24.250914535477616,24.310810089111328,12485400,0.0,0.0
2012-02-27 00:00:00-05:00,24.201585652093385,24.310807259308294,24.14168741736288,24.250911712646484,12086200,0.0,0.0
2012-02-28 00:00:00-05:00,24.293193795580702,24.34604392319629,24.240346356034266,24.25796127319336,9049000,0.0,0.0
2012-02-29 00:00:00-05:00,24.2755801438908,24.656097856876183,24.2755801438908,24.61381721496582,23464400,0.0,0.0
2012-03-01 00:00:00-05:00,24.617347593577982,24.64905606709899,24.448227670589336,24.522216796875,15294200,0.0,0.0
2012-03-02 00:00:00-05:00,24.45526473294519,24.522205709468565,24.300238430971284,24.37422752380371,11995800,0.0,0.0
2012-03-05 00:00:00-05:00,24.317855822037416,24.43060150184488,24.310810393079656,24.391847610473633,10338600,0.0,0.0
2012-03-06 00:00:00-05:00,24.24738675891215,24.342514818445277,24.183967156533864,24.226247787475586,13161200,0.0,0.0
2012-03-07 00:00:00-05:00,24.222730488064975,24.289674167050546,24.134647831744736,24.23682403564453,10933800,0.0,0.0
2012-03-08 00:00:00-05:00,24.37422682919478,24.48697249430769,24.346039740899375,24.405935287475586,33754800,0.0,0.0
2012-03-09 00:00:00-05:00,24.462308594469302,24.571530197645462,24.42002796352921,24.490495681762695,36742600,0.0,0.0
2012-03-12 00:00:00-04:00,24.47993489674522,24.78293678460257,24.43060613241497,24.71599578857422,18143600,0.0,0.0
2012-03-13 00:00:00-04:00,24.66985232680742,24.94668233844562,24.66985232680742,24.932485580444336,18068000,0.255,0.0
2012-03-14 00:00:00-04:00,24.936045060593766,25.063813224109644,24.87925800669526,24.92184829711914,12918000,0.0,0.0
2012-03-15 00:00:00-04:00,24.939587599094907,24.96443125363279,24.765682017329727,24.96088409423828,17991400,0.0,0.0
2012-03-16 00:00:00-04:00,24.978628968274695,25.007022491046545,24.801173512583684,24.900550842285156,22898800,0.0,0.0
2012-03-19 00:00:00-04:00,24.918293374295025,25.03186475129677,24.84376241198968,24.985727310180664,10652400,0.0,0.0
2012-03-20 00:00:00-04:00,24.854406687171146,25.11703996111607,24.818916143301006,25.05315589904785,10180400,0.0,0.0
2012-03-21 00:00:00-04:00,25.01411780206878,25.340635132936953,24.967977658785202,25.241260528564453,19870800,0.0,0.0
2012-03-22 00:00:00-04:00,25.202222398230653,25.404521491931906,25.177378744890326,25.347734451293945,14252800,0.0,0.0
2012-03-23 00:00:00-04:00,25.34063127340184,25.4116123492128,25.30159086937947,25.37257194519043,16206600,0.0,0.0
2012-03-26 00:00:00-04:00,25.461307971054715,25.518095016479492,25.408070792907825,25.518095016479492,11536400,0.0,0.0
2012-03-27 00:00:00-04:00,25.48969584966073,25.546482882511327,25.42936165807304,25.507442474365234,11430400,0.0,0.0
2012-03-28 00:00:00-04:00,25.539387290712554,25.844610872389293,25.518093503818193,25.787826538085938,26260600,0.0,0.0
2012-03-29 00:00:00-04:00,25.677800988286837,26.40181949042365,25.649407468731262,26.19597053527832,41063600,0.0,0.0
2012-03-30 00:00:00-04:00,26.12854888488346,26.31310141410714,26.01852463322999,26.266963958740234,26555800,0.0,0.0
2012-04-02 00:00:00-04:00,26.203060279692288,26.334375519004364,26.135626373394288,26.313081741333008,14579000,0.0,0.0
2012-04-03 00:00:00-04:00,26.146284989707162,26.291799756407052,26.071754026673773,26.1782283782959,12989200,0.0,0.0
2012-04-04 00:00:00-04:00,26.01141644640434,26.121437943105434,25.98302292862506,26.07175064086914,12487400,0.0,0.0
2012-04-05 00:00:00-04:00,26.007866289639928,26.093044134272763,25.93333533711684,26.075300216674805,11531400,0.0,0.0
2012-04-09 00:00:00-04:00,25.894293045223215,25.947530209656865,25.816212231754484,25.86235237121582,9806800,0.0,0.0
2012-04-10 00:00:00-04:00,25.759440012221134,25.77363677659101,25.535844358090532,25.560688018798828,17290600,0.0,0.0
2012-04-11 00:00:00-04:00,25.706191917914282,25.720388676261727,25.496793116982904,25.59617042541504,12026600,0.0,0.0
